condition_id;user_id;reco_type;interaction;rank;product_id;product_name;nutri_score;nutri_score_numeric;mean_nutri_top5;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;2;2;553;Cod garlic butter noodles plate with caramelized onions;E;1;1.2;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;2;3;531;Trout fillet over creamy cheesy potatoes & roasted veggies;E;1;1.2;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;2;4;566;Hake in cheese sauce over mac and cheese;E;1;1.2;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;2;5;583;Creamy cheesy mackerel mac & cheese with cauliflower & spinach;E;1;1.2;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;3;1;425;Cod with fried rice, roasted garlic & creamed spinach;D;2;2.0;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;3;2;592;Whitefish bowl with fried eggplant;E;1;2.0;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;3;3;555;Turkey and buttered corn buttery mashed potatoes mix;E;1;2.0;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;3;4;456;Salmon and roasted garlic buttery mashed potatoes mix;D;2;2.0;
4;5bcf6b423a99c40001542fa1;content_based_unbiased;3;5;205;Duck over bulgur;B;4;2.0;
4;5bcf6b423a99c40001542fa1;multistakeholder;1;1;192;Duck in ginger soy glaze over wild rice;B;4;3.8;
4;5bcf6b423a99c40001542fa1;multistakeholder;1;2;165;Smoked turkey with polenta, tomatoes & cauliflower;B;4;3.8;
4;5bcf6b423a99c40001542fa1;multistakeholder;1;3;141;Turkey with pasta, bell peppers & kale;B;4;3.8;
4;5bcf6b423a99c40001542fa1;multistakeholder;1;4;229;Smoked turkey in tomato sauce over potatoes;B;4;3.8;
4;5bcf6b423a99c40001542fa1;multistakeholder;1;5;294;Duck brown rice plate with bell peppers;C;3;3.8;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;1;1;354;Chicken and bell peppers sweet potatoes mix;C;3;3.0;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;1;2;245;Duck with butter rice, buttered corn, sweet corn & peas;C;3;3.0;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;1;3;345;Smoked turkey fried rice plate with peas;C;3;3.0;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;1;4;257;Turkey in pesto over mac and cheese;C;3;3.0;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;1;5;247;Chicken in soy sauce over creamy pasta;C;3;3.0;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;2;1;311;Smoked turkey and asparagus loaded fries mix;C;3;2.4;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;2;2;279;Duck brown rice plate with mushrooms;C;3;2.4;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;2;3;540;Duck in spicy mayo over fried rice;E;1;2.4;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;2;4;280;Fried chicken with loaded fries, fried onions & cauliflower;C;3;2.4;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;2;5;397;Turkey with loaded fries, leeks & creamed spinach;D;2;2.4;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;3;1;341;Buttery Turkey with bell peppers & bulgur;C;3;2.0;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;3;2;303;Duck with potatoes and zucchini;C;3;2.0;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;3;3;555;Turkey and buttered corn buttery mashed potatoes mix;E;1;2.0;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;3;4;533;Steak strips and tomatoes fried rice mix;E;1;2.0;
4;5c3cc9b5ba6fab0001c50952;content_based_unbiased;3;5;417;Mediterranean Turkey over cheesy potatoes;D;2;2.0;
4;5c3cc9b5ba6fab0001c50952;multistakeholder;1;1;7;Duck with pasta and asparagus;A;5;4.6;
4;5c3cc9b5ba6fab0001c50952;multistakeholder;1;2;54;Turkey with sweet potatoes & vegetables;A;5;4.6;
4;5c3cc9b5ba6fab0001c50952;multistakeholder;1;3;22;Beef in olive oil dressing over gnocchi;A;5;4.6;
4;5c3cc9b5ba6fab0001c50952;multistakeholder;1;4;354;Chicken and bell peppers sweet potatoes mix;C;3;4.6;
4;5c3cc9b5ba6fab0001c50952;multistakeholder;1;5;25;Chicken with broccoli & wild rice;A;5;4.6;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;1;1;590;Crispy Veal over buttery mashed potatoes;E;1;1.0;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;1;2;535;Lamb in ranch sauce over butter rice;E;1;1.0;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;1;3;499;Sausage with mac and cheese and broccoli;E;1;1.0;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;1;4;593;Bbq ribs mac and cheese plate with fried eggplant;E;1;1.0;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;1;5;490;Pork belly in ranch sauce over cheesy potatoes;E;1;1.0;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;2;1;572;Roasted ham and spinach mac and cheese mix;E;1;1.6;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;2;2;403;Creamy veal with buttery mashed potatoes, celery, beetroot & mushrooms;D;2;1.6;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;2;3;450;Veal with butter rice, spinach & fried eggplant;D;2;1.6;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;2;4;522;Sesame Bbq ribs bowl with eggplant;E;1;1.6;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;2;5;402;Pork belly with garlic butter noodles and bell peppers;D;2;1.6;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;3;1;557;Roasted Meatballs over mac and cheese;E;1;1.0;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;3;2;508;Zesty Meatballs bowl with creamed spinach;E;1;1.0;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;3;3;507;Roasted ham in bbq sauce over loaded fries;E;1;1.0;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;3;4;586;Buttery Roasted ham with buttered corn & garlic butter noodles;E;1;1.0;
4;5c82cc7d1a68de0016d651d3;content_based_unbiased;3;5;596;Pork in four cheese sauce over butter rice;E;1;1.0;
4;5c82cc7d1a68de0016d651d3;multistakeholder;1;1;330;Tangy Pork belly over brown rice;C;3;3.2;
4;5c82cc7d1a68de0016d651d3;multistakeholder;1;2;590;Crispy Veal over buttery mashed potatoes;E;1;3.2;
4;5c82cc7d1a68de0016d651d3;multistakeholder;1;3;264;Beef with fried rice and cauliflower;C;3;3.2;
4;5c82cc7d1a68de0016d651d3;multistakeholder;1;4;13;Veal barley plate with onions;A;5;3.2;
4;5c82cc7d1a68de0016d651d3;multistakeholder;1;5;213;Crispy pork with quinoa, green beans & mushrooms;B;4;3.2;
4;5c8651b69a306000016f7c35;content_based_unbiased;1;1;373;Duck with loaded fries and bell peppers;D;2;2.0;
4;5c8651b69a306000016f7c35;content_based_unbiased;1;2;377;Smoked turkey bowl with cabbage;D;2;2.0;
4;5c8651b69a306000016f7c35;content_based_unbiased;1;3;445;Fried chicken over butter rice;D;2;2.0;
4;5c8651b69a306000016f7c35;content_based_unbiased;1;4;375;Duck and buttered corn mac and cheese mix;D;2;2.0;
4;5c8651b69a306000016f7c35;content_based_unbiased;1;5;371;Turkey with creamy pasta, peas, asparagus & tomatoes;D;2;2.0;
4;5c8651b69a306000016f7c35;content_based_unbiased;2;1;374;Smoked turkey over loaded fries;D;2;2.0;
4;5c8651b69a306000016f7c35;content_based_unbiased;2;2;397;Turkey with loaded fries, leeks & creamed spinach;D;2;2.0;
4;5c8651b69a306000016f7c35;content_based_unbiased;2;3;433;Mediterranean Smoked turkey with fried onions & garlic butter noodles;D;2;2.0;
4;5c8651b69a306000016f7c35;content_based_unbiased;2;4;411;Fried chicken with cheesy potatoes, sweet corn & creamed spinach;D;2;2.0;
4;5c8651b69a306000016f7c35;content_based_unbiased;2;5;480;Creamy Turkey with zucchini & butter rice;D;2;2.0;
4;5c8651b69a306000016f7c35;content_based_unbiased;3;1;393;Buttery Fried chicken with fried peppers & mac and cheese;D;2;1.8;
4;5c8651b69a306000016f7c35;content_based_unbiased;3;2;406;Turkey in bbq sauce over buttery mashed potatoes;D;2;1.8;
4;5c8651b69a306000016f7c35;content_based_unbiased;3;3;390;Roasted Duck bowl with fried peppers;D;2;1.8;
4;5c8651b69a306000016f7c35;content_based_unbiased;3;4;417;Mediterranean Turkey over cheesy potatoes;D;2;1.8;
4;5c8651b69a306000016f7c35;content_based_unbiased;3;5;555;Turkey and buttered corn buttery mashed potatoes mix;E;1;1.8;
4;5c8651b69a306000016f7c35;multistakeholder;1;1;373;Duck with loaded fries and bell peppers;D;2;3.6;
4;5c8651b69a306000016f7c35;multistakeholder;1;2;377;Smoked turkey bowl with cabbage;D;2;3.6;
4;5c8651b69a306000016f7c35;multistakeholder;1;3;6;Chicken barley plate with bell peppers;A;5;3.6;
4;5c8651b69a306000016f7c35;multistakeholder;1;4;230;Turkey with potatoes, leeks, squash & carrots;B;4;3.6;
4;5c8651b69a306000016f7c35;multistakeholder;1;5;7;Duck with pasta and asparagus;A;5;3.6;
4;5d3b561f161b8c0001524379;content_based_unbiased;1;1;259;Lamb with quinoa, peas & zucchini;C;3;3.0;
4;5d3b561f161b8c0001524379;content_based_unbiased;1;2;254;Roasted ham with quinoa, sweet corn, cauliflower & bell peppers;C;3;3.0;
4;5d3b561f161b8c0001524379;content_based_unbiased;1;3;338;Steak strips with garlic butter noodles, asparagus, bell peppers & peas;C;3;3.0;
4;5d3b561f161b8c0001524379;content_based_unbiased;1;4;260;Lamb bowl with rice & kale;C;3;3.0;
4;5d3b561f161b8c0001524379;content_based_unbiased;1;5;252;Roasted Sausage bowl with kale;C;3;3.0;
4;5d3b561f161b8c0001524379;content_based_unbiased;2;1;155;Veal with wild rice, celery, beetroot & broccoli;B;4;3.2;
4;5d3b561f161b8c0001524379;content_based_unbiased;2;2;332;Meatballs and eggplant polenta mix;C;3;3.2;
4;5d3b561f161b8c0001524379;content_based_unbiased;2;3;270;Lamb in pesto over polenta;C;3;3.2;
4;5d3b561f161b8c0001524379;content_based_unbiased;2;4;331;Crispy lamb with gnocchi, celery & cauliflower;C;3;3.2;
4;5d3b561f161b8c0001524379;content_based_unbiased;2;5;274;Tangy Pork belly over quinoa;C;3;3.2;
4;5d3b561f161b8c0001524379;content_based_unbiased;3;1;283;Sausage with cheesy potatoes, carrots, roasted garlic & beetroot;C;3;3.0;
4;5d3b561f161b8c0001524379;content_based_unbiased;3;2;296;Lamb and fried eggplant cheesy potatoes mix;C;3;3.0;
4;5d3b561f161b8c0001524379;content_based_unbiased;3;3;359;Pork with pasta and fried eggplant;C;3;3.0;
4;5d3b561f161b8c0001524379;content_based_unbiased;3;4;255;Meatballs in pesto over buttery mashed potatoes;C;3;3.0;
4;5d3b561f161b8c0001524379;content_based_unbiased;3;5;272;rispy sausage with wild rice, cauliflower & tomatoes;C;3;3.0;
4;5d3b561f161b8c0001524379;multistakeholder;1;1;68;Roasted ham with bulgur & vegetables;A;5;4.8;
4;5d3b561f161b8c0001524379;multistakeholder;1;2;109;Steak strips with rice, celery, onions & eggplant;A;5;4.8;
4;5d3b561f161b8c0001524379;multistakeholder;1;3;13;Veal barley plate with onions;A;5;4.8;
4;5d3b561f161b8c0001524379;multistakeholder;1;4;142;Meatballs polenta plate with cauliflower;B;4;4.8;
4;5d3b561f161b8c0001524379;multistakeholder;1;5;22;Beef in olive oil dressing over gnocchi;A;5;4.8;
4;5e4feb8037713502e9ed364b;content_based_unbiased;1;1;471;Zesty Black beans over creamy pasta;D;2;2.0;
4;5e4feb8037713502e9ed364b;content_based_unbiased;1;2;394;Tangy Fried tofu with roasted garlic & creamy pasta;D;2;2.0;
4;5e4feb8037713502e9ed364b;content_based_unbiased;1;3;454;Lentils in butter sauce over fried rice;D;2;2.0;
4;5e4feb8037713502e9ed364b;content_based_unbiased;1;4;432;Zesty Tempeh over buttery mashed potatoes;D;2;2.0;
4;5e4feb8037713502e9ed364b;content_based_unbiased;1;5;408;Sesame Paneer over butter rice;D;2;2.0;
4;5e4feb8037713502e9ed364b;content_based_unbiased;2;1;433;Mediterranean Smoked turkey with fried onions & garlic butter noodles;D;2;1.8;
4;5e4feb8037713502e9ed364b;content_based_unbiased;2;2;385;Lentils with fried eggplant & garlic butter noodles;D;2;1.8;
4;5e4feb8037713502e9ed364b;content_based_unbiased;2;3;400;Lentils with buttery mashed potatoes, fried peppers & fried eggplant;D;2;1.8;
4;5e4feb8037713502e9ed364b;content_based_unbiased;2;4;579;Smoky Chickpeas with buttered corn & mac and cheese;E;1;1.8;
4;5e4feb8037713502e9ed364b;content_based_unbiased;2;5;447;Tofu with butter rice, sweet corn & fried eggplant;D;2;1.8;
4;5e4feb8037713502e9ed364b;content_based_unbiased;3;1;435;Lentils with garlic butter noodles, leeks, fried eggplant & tomatoes;D;2;1.6;
4;5e4feb8037713502e9ed364b;content_based_unbiased;3;2;599;Paneer creamy pasta with leeks, sweet corn & broccoli;E;1;1.6;
4;5e4feb8037713502e9ed364b;content_based_unbiased;3;3;560;Cheesy crispy tempeh bowl;E;1;1.6;
4;5e4feb8037713502e9ed364b;content_based_unbiased;3;4;448;Paneer with creamy pasta & vegetables;D;2;1.6;
4;5e4feb8037713502e9ed364b;content_based_unbiased;3;5;384;Tangy Kidney beans over fried rice;D;2;1.6;
4;5e4feb8037713502e9ed364b;multistakeholder;1;1;471;Zesty Black beans over creamy pasta;D;2;3.2;
4;5e4feb8037713502e9ed364b;multistakeholder;1;2;14;Crispy Kidney beans over polenta;A;5;3.2;
4;5e4feb8037713502e9ed364b;multistakeholder;1;3;9;Tangy Kidney beans over rice;A;5;3.2;
4;5e4feb8037713502e9ed364b;multistakeholder;1;4;394;Tangy Fried tofu with roasted garlic & creamy pasta;D;2;3.2;
4;5e4feb8037713502e9ed364b;multistakeholder;1;5;454;Lentils in butter sauce over fried rice;D;2;3.2;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;1;1;573;Crispy Trout bowl with squash;E;1;2.2;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;1;2;584;Hake in cheese sauce over creamy pasta;E;1;2.2;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;1;3;556;Hake cheesy potatoes plate with cauliflower;E;1;2.2;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;1;4;11;Trout in chimichurri over udon noodles;A;5;2.2;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;1;5;294;Duck brown rice plate with bell peppers;C;3;2.2;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;2;1;561;Tuna in cheese sauce over creamy pasta;E;1;1.0;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;2;2;566;Hake in cheese sauce over mac and cheese;E;1;1.0;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;2;3;595;Mediterranean Meatballs with squash & creamy pasta;E;1;1.0;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;2;4;550;Tuna and mushrooms butter rice mix;E;1;1.0;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;2;5;562;Herb Tuna bowl with bell peppers;E;1;1.0;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;3;1;482;Mackerel with cheesy potatoes and sweet corn;E;1;1.6;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;3;2;575;Fried fish with loaded fries and cauliflower;E;1;1.6;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;3;3;207;Seared tuna with wild rice, peas, asparagus & cauliflower;B;4;1.6;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;3;4;506;Salmon with garlic butter noodles and fried eggplant;E;1;1.6;
4,00E+00;5e541ea6b0c66e41d2a91c61;content_based_unbiased;3;5;544;Mediterranean Beef with sweet corn & fried rice;E;1;1.6;
4,00E+00;5e541ea6b0c66e41d2a91c61;multistakeholder;1;1;11;Trout in chimichurri over udon noodles;A;5;3.8;
4,00E+00;5e541ea6b0c66e41d2a91c61;multistakeholder;1;2;13;Veal barley plate with onions;A;5;3.8;
4,00E+00;5e541ea6b0c66e41d2a91c61;multistakeholder;1;3;225;Meatballs with bulgur, sweet corn, broccoli & onions;B;4;3.8;
4,00E+00;5e541ea6b0c66e41d2a91c61;multistakeholder;1;4;231;Duck over bulgur with bell peppers, asparagus & sweet corn;B;4;3.8;
4,00E+00;5e541ea6b0c66e41d2a91c61;multistakeholder;1;5;573;Crispy Trout bowl with squash;E;1;3.8;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;1;1;492;Tangy Mackerel bowl with asparagus;E;1;1.6;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;1;2;381;Salmon with creamy pasta ;D;2;1.6;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;1;3;577;Trout and caramelized onions butter rice mix;E;1;1.6;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;1;4;451;Trout bowl with cheesy potatoes, leeks & asparagus;D;2;1.6;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;1;5;418;Roasted whitefish over fried rice;D;2;1.6;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;2;1;550;Tuna and mushrooms butter rice mix;E;1;1.0;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;2;2;530;Cod and leeks garlic butter noodles mix;E;1;1.0;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;2;3;561;Tuna in cheese sauce over creamy pasta;E;1;1.0;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;2;4;566;Hake in cheese sauce over mac and cheese;E;1;1.0;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;2;5;562;Herb Tuna bowl with bell peppers;E;1;1.0;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;3;1;482;Mackerel with cheesy potatoes and sweet corn;E;1;1.4;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;3;2;506;Salmon with garlic butter noodles and fried eggplant;E;1;1.4;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;3;3;362;Anchovies with loaded fries, green beans, creamed spinach & peas;D;2;1.4;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;3;4;581;Fried fish in ranch sauce over loaded fries;E;1;1.4;
4,00E+00;5e650e7afc8a902839459455;content_based_unbiased;3;5;475;Seared tuna fried rice plate with cabbage;D;2;1.4;
4,00E+00;5e650e7afc8a902839459455;multistakeholder;1;1;114;Hake with wild rice, sweet corn & cauliflower;A;5;3.0;
4,00E+00;5e650e7afc8a902839459455;multistakeholder;1;2;492;Tangy Mackerel bowl with asparagus;E;1;3.0;
4,00E+00;5e650e7afc8a902839459455;multistakeholder;1;3;381;Salmon with creamy pasta ;D;2;3.0;
4,00E+00;5e650e7afc8a902839459455;multistakeholder;1;4;451;Trout bowl with cheesy potatoes, leeks & asparagus;D;2;3.0;
4,00E+00;5e650e7afc8a902839459455;multistakeholder;1;5;97;Seared tuna over couscous;A;5;3.0;
4;5eab170759f5390b776df5a1;content_based_unbiased;1;1;485;Bbq ribs with cheesy potatoes ;E;1;1.4;
4;5eab170759f5390b776df5a1;content_based_unbiased;1;2;373;Duck with loaded fries and bell peppers;D;2;1.4;
4;5eab170759f5390b776df5a1;content_based_unbiased;1;3;499;Sausage with mac and cheese and broccoli;E;1;1.4;
4;5eab170759f5390b776df5a1;content_based_unbiased;1;4;382;Pork belly in bbq sauce over cheesy potatoes;D;2;1.4;
4;5eab170759f5390b776df5a1;content_based_unbiased;1;5;538;Pork with buttery mashed potatoes and asparagus;E;1;1.4;
4;5eab170759f5390b776df5a1;content_based_unbiased;2;1;461;Pork garlic butter noodles plate with zucchini;D;2;1.8;
4;5eab170759f5390b776df5a1;content_based_unbiased;2;2;569;Smoked turkey in cheese sauce over garlic butter noodles;E;1;1.8;
4;5eab170759f5390b776df5a1;content_based_unbiased;2;3;402;Pork belly with garlic butter noodles and bell peppers;D;2;1.8;
4;5eab170759f5390b776df5a1;content_based_unbiased;2;4;476;Beef garlic butter noodles plate with fried onions;D;2;1.8;
4;5eab170759f5390b776df5a1;content_based_unbiased;2;5;464;Crispy Beef over butter rice;D;2;1.8;
4;5eab170759f5390b776df5a1;content_based_unbiased;3;1;507;Roasted ham in bbq sauce over loaded fries;E;1;1.4;
4;5eab170759f5390b776df5a1;content_based_unbiased;3;2;524;Sausage with garlic butter noodles & vegetables;E;1;1.4;
4;5eab170759f5390b776df5a1;content_based_unbiased;3;3;546;Tangy Fried chicken with spinach & cheesy potatoes;E;1;1.4;
4;5eab170759f5390b776df5a1;content_based_unbiased;3;4;393;Buttery Fried chicken with fried peppers & mac and cheese;D;2;1.4;
4;5eab170759f5390b776df5a1;content_based_unbiased;3;5;434;Herb Pork belly with creamed spinach & creamy pasta;D;2;1.4;
4;5eab170759f5390b776df5a1;multistakeholder;1;1;373;Duck with loaded fries and bell peppers;D;2;3.4;
4;5eab170759f5390b776df5a1;multistakeholder;1;2;264;Beef with fried rice and cauliflower;C;3;3.4;
4;5eab170759f5390b776df5a1;multistakeholder;1;3;90;Roasted ham over polenta;A;5;3.4;
4;5eab170759f5390b776df5a1;multistakeholder;1;4;22;Beef in olive oil dressing over gnocchi;A;5;3.4;
4;5eab170759f5390b776df5a1;multistakeholder;1;5;382;Pork belly in bbq sauce over cheesy potatoes;D;2;3.4;
4;5ebd31a3dc638f1875840598;content_based_unbiased;1;1;297;Crispy Meatballs bowl with buttered corn;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;1;2;252;Roasted Sausage bowl with kale;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;1;3;273;Steak strips with bulgur, tomatoes & sweet corn;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;1;4;254;Roasted ham with quinoa, sweet corn, cauliflower & bell peppers;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;1;5;351;Beef in ginger soy glaze over cheesy potatoes;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;2;1;356;Herb Veal over polenta;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;2;2;332;Meatballs and eggplant polenta mix;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;2;3;274;Tangy Pork belly over quinoa;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;2;4;343;Pork belly with wild rice, caramelized onions, peas & broccoli;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;2;5;331;Crispy lamb with gnocchi, celery & cauliflower;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;3;1;293;Buttery Sausage with squash & polenta;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;3;2;255;Meatballs in pesto over buttery mashed potatoes;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;3;3;314;Veal with couscous, kale, cauliflower & tomatoes;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;3;4;272;rispy sausage with wild rice, cauliflower & tomatoes;C;3;3.0;
4;5ebd31a3dc638f1875840598;content_based_unbiased;3;5;359;Pork with pasta and fried eggplant;C;3;3.0;
4;5ebd31a3dc638f1875840598;multistakeholder;1;1;210;Smoky meatballs with bulgur, green beans & sweet corn;B;4;4.6;
4;5ebd31a3dc638f1875840598;multistakeholder;1;2;142;Meatballs polenta plate with cauliflower;B;4;4.6;
4;5ebd31a3dc638f1875840598;multistakeholder;1;3;13;Veal barley plate with onions;A;5;4.6;
4;5ebd31a3dc638f1875840598;multistakeholder;1;4;68;Roasted ham with bulgur & vegetables;A;5;4.6;
4;5ebd31a3dc638f1875840598;multistakeholder;1;5;114;Hake with wild rice, sweet corn & cauliflower;A;5;4.6;
4;5efe25a46e799912a9e250c3;content_based_unbiased;1;1;547;Creamy whitefish pasta with vegetables;E;1;1.4;
4;5efe25a46e799912a9e250c3;content_based_unbiased;1;2;324;Cheesy trout with quinoa, asparagus & broccoli;C;3;1.4;
4;5efe25a46e799912a9e250c3;content_based_unbiased;1;3;573;Crispy Trout bowl with squash;E;1;1.4;
4;5efe25a46e799912a9e250c3;content_based_unbiased;1;4;577;Trout and caramelized onions butter rice mix;E;1;1.4;
4;5efe25a46e799912a9e250c3;content_based_unbiased;1;5;584;Hake in cheese sauce over creamy pasta;E;1;1.4;
4;5efe25a46e799912a9e250c3;content_based_unbiased;2;1;282;Grilled Salmon over garlic butter noodles;C;3;1.8;
4;5efe25a46e799912a9e250c3;content_based_unbiased;2;2;531;Trout fillet over creamy cheesy potatoes & roasted veggies;E;1;1.8;
4;5efe25a46e799912a9e250c3;content_based_unbiased;2;3;566;Hake in cheese sauce over mac and cheese;E;1;1.8;
4;5efe25a46e799912a9e250c3;content_based_unbiased;2;4;551;Crispy Mackerel over cheesy potatoes;E;1;1.8;
4;5efe25a46e799912a9e250c3;content_based_unbiased;2;5;329;Tuna with rice, cauliflower, kale & celery;C;3;1.8;
4;5efe25a46e799912a9e250c3;content_based_unbiased;3;1;554;Smoky Anchovies over buttery mashed potatoes;E;1;1.6;
4;5efe25a46e799912a9e250c3;content_based_unbiased;3;2;581;Fried fish in ranch sauce over loaded fries;E;1;1.6;
4;5efe25a46e799912a9e250c3;content_based_unbiased;3;3;592;Whitefish bowl with fried eggplant;E;1;1.6;
4;5efe25a46e799912a9e250c3;content_based_unbiased;3;4;357;Anchovies with cheesy potatoes, cabbage, eggplant & mushrooms;C;3;1.6;
4;5efe25a46e799912a9e250c3;content_based_unbiased;3;5;425;Cod with fried rice, roasted garlic & creamed spinach;D;2;1.6;
4;5efe25a46e799912a9e250c3;multistakeholder;1;1;324;Cheesy trout with quinoa, asparagus & broccoli;C;3;3.2;
4;5efe25a46e799912a9e250c3;multistakeholder;1;2;261;Zesty Salmon over quinoa;C;3;3.2;
4;5efe25a46e799912a9e250c3;multistakeholder;1;3;287;Seared tuna with butter rice and cabbage;C;3;3.2;
4;5efe25a46e799912a9e250c3;multistakeholder;1;4;143;Hake bowl with cauliflower;B;4;3.2;
4;5efe25a46e799912a9e250c3;multistakeholder;1;5;352;Tuna in four cheese sauce over pasta;C;3;3.2;
4;5f428e5cea3135095f68b561;content_based_unbiased;1;1;253;Zesty Fried chicken with green beans & garlic butter noodles;C;3;3.0;
4;5f428e5cea3135095f68b561;content_based_unbiased;1;2;307;Creamy Fried chicken over buttery mashed potatoes;C;3;3.0;
4;5f428e5cea3135095f68b561;content_based_unbiased;1;3;337;Chicken and broccoli loaded fries mix;C;3;3.0;
4;5f428e5cea3135095f68b561;content_based_unbiased;1;4;245;Duck with butter rice, buttered corn, sweet corn & peas;C;3;3.0;
4;5f428e5cea3135095f68b561;content_based_unbiased;1;5;345;Smoked turkey fried rice plate with peas;C;3;3.0;
4;5f428e5cea3135095f68b561;content_based_unbiased;2;1;280;Fried chicken with loaded fries, fried onions & cauliflower;C;3;3.0;
4;5f428e5cea3135095f68b561;content_based_unbiased;2;2;251;Mediterranean chicken with butter rice, squash, eggplant & tomatoes;C;3;3.0;
4;5f428e5cea3135095f68b561;content_based_unbiased;2;3;311;Smoked turkey and asparagus loaded fries mix;C;3;3.0;
4;5f428e5cea3135095f68b561;content_based_unbiased;2;4;279;Duck brown rice plate with mushrooms;C;3;3.0;
4;5f428e5cea3135095f68b561;content_based_unbiased;2;5;300;Sesame Smoked turkey over bulgur;C;3;3.0;
